DATETIME,INCI CHAMBER BOTM TEMP(degC),INC INTER TEMP(degC),INC-2 INTER TEMP(degC),INC TOP TEMP(degC),STACK TEMP(degC),INC CHMB TO WASH TWR TMP(degC),EFF TO C9202(m3/h),EFF FLOW TO INC.(m3/h),CO FLOW TO INC-2(N-m3/h),TOTAL NG TO INCI-II(S-m3/h),INC. PRESSURE(mmH2O)
19-01-2024 03:25:34,874.6406,881.0089,843.6115,769.9733,86.08092,734.186,79.87595,1.394288,433.6286,39.39211,0.3556
19-01-2024 03:25:35,874.5396,880.9464,843.6075,769.9109,86.07635,734.1462,79.90012,1.399658,434.1647,59.02039,0.2388351
19-01-2024 03:25:36,874.3792,880.8419,843.4956,769.8431,86.06796,734.0897,80.22711,1.405396,434.4833,69.07071,-0.1491371
19-01-2024 03:25:37,874.299,880.7896,843.4397,769.8093,86.06987,734.0248,79.98487,1.411926,434.3392,74.33065,-0.1722248
19-01-2024 03:25:38,874.3321,880.7268,843.3385,769.8656,86.07693,733.9558,80.26949,1.417328,434.0647,76.72585,0.5669638
19-01-2024 03:25:39,874.2388,880.6222,843.2879,769.8205,86.06825,733.9213,79.9095,1.421249,433.471,77.68726,0.5764506
19-01-2024 03:25:40,874.2654,880.5699,843.2626,769.798,86.07612,733.904,80.17175,1.423363,433.2249,78.40414,-0.1390208
19-01-2024 03:25:41,874.1688,880.4338,843.1767,769.6768,86.06784,733.8221,79.81088,1.424572,433.3048,78.76259,-0.03288929
19-01-2024 03:25:42,874.1205,880.2926,843.1337,769.6528,86.06981,733.8178,79.95546,1.42594,433.6487,78.70563,-0.4131732
19-01-2024 03:25:43,874.0232,880.2952,843.0757,769.531,86.05859,733.7424,79.73867,1.427997,434.2253,78.67715,-0.06620573
19-01-2024 03:25:44,873.9012,880.15,843.01,769.5067,86.04688,733.7413,80.01251,1.429483,434.0583,78.6629,-0.5091771
19-01-2024 03:25:45,873.8036,880.1507,843.0138,769.4579,86.05322,733.7042,79.91613,1.429768,434.1267,78.65578,0.02617317
19-01-2024 03:25:46,873.7549,880.0411,842.9424,769.4702,86.0564,733.7222,80.03825,1.428538,433.9077,79.12319,-0.2371576
19-01-2024 03:25:47,873.6938,879.9131,842.8701,769.5129,86.05798,733.6946,79.89595,1.424108,433.6969,79.3569,-0.1429928
19-01-2024 03:25:48,873.6633,879.8491,842.8706,769.5343,86.05878,733.6808,79.92111,1.4164,433.9966,79.00278,-0.1630492
19-01-2024 03:25:49,873.5748,879.7439,842.8342,769.4717,86.05917,733.6006,79.96666,1.40751,434.3488,79.0619,0.3091004
19-01-2024 03:25:50,873.5306,879.6547,842.7428,769.4771,86.04716,733.5605,80.14292,1.398793,434.0694,79.09147,0.282724
19-01-2024 03:25:51,873.545,879.5734,842.7703,769.4065,86.05337,733.5405,80.06383,1.391535,433.9804,79.10625,0.5930222
19-01-2024 03:25:52,873.5523,879.6061,842.7109,769.4445,86.05647,733.5305,79.99955,1.385923,433.9865,78.87746,0.6932396
19-01-2024 03:25:53,873.4827,879.5858,842.6812,769.3536,86.05802,733.5255,80.15937,1.381285,434.192,78.99924,0.4076549
19-01-2024 03:25:54,873.338,879.4291,842.6663,769.2715,86.05269,733.4864,79.97579,1.377136,434.699,78.58634,0.2648626
19-01-2024 03:25:55,873.2657,879.424,842.549,769.1938,86.05003,733.4302,79.87299,1.373535,434.5482,78.85369,0.4192966
19-01-2024 03:25:56,873.2295,879.3483,842.5269,769.155,86.05479,733.4387,79.84637,1.371124,434.7256,79.22215,0.313408
19-01-2024 03:25:57,873.2114,879.347,842.4427,769.2089,86.05718,733.4064,79.65649,1.370529,434.511,79.63978,0.144497
19-01-2024 03:25:58,873.2024,879.2365,842.4371,769.1259,86.05838,733.3902,79.82336,1.370384,434.4036,80.31137,0.2309399
19-01-2024 03:25:59,873.2345,879.2178,842.4344,769.1577,86.06508,733.3455,79.74715,1.369244,433.9448,79.7162,0.005606666
19-01-2024 03:26:00,873.0674,879.1719,842.3964,769.137,86.06232,733.2865,79.6925,1.367605,433.2079,79.41862,0.3079791
19-01-2024 03:26:01,873.0205,879.1123,842.4141,769.1266,86.06094,733.1838,79.97027,1.366633,433.4484,79.26983,0.4347513
19-01-2024 03:26:02,873.0337,879.0459,842.4229,769.0482,86.06636,733.1691,79.72949,1.367216,433.9229,79.89567,0.162444
19-01-2024 03:26:03,872.967,878.9761,842.3906,769.0089,86.06297,733.1617,79.90105,1.369796,433.9578,79.97654,-0.120194
19-01-2024 03:26:04,872.8971,878.9412,842.3379,768.9893,86.05516,733.0847,80.24122,1.375205,434.127,80.01698,0.4525983
19-01-2024 03:26:05,872.8621,878.8871,842.3481,768.9795,86.06347,733.1195,80.2802,1.384166,434.0092,80.03719,0.8366507
19-01-2024 03:26:06,872.808,878.7868,842.3533,768.9014,86.06152,733.0637,80.07749,1.394598,433.9503,79.8139,0.3206691
19-01-2024 03:26:07,872.7077,878.7367,842.2826,768.8257,86.05444,732.9259,80.14633,1.404239,434.0727,79.70225,0.2030592
19-01-2024 03:26:08,872.6942,878.7482,842.1374,768.8611,86.0509,732.9302,80.14513,1.411195,434.1845,79.87983,0.2297034
19-01-2024 03:26:09,872.6508,878.7174,842.1014,768.8422,86.04913,732.9324,79.96867,1.414826,433.7846,79.96862,0.4322345
19-01-2024 03:26:10,872.5925,878.702,842.1201,768.8327,86.05435,732.8602,79.96846,1.416336,433.3817,80.01302,0.899711
19-01-2024 03:26:11,872.6,878.5478,842.0928,768.7547,86.05086,732.8608,80.11646,1.417244,433.028,80.03521,0.7000996
19-01-2024 03:26:12,872.5305,878.4707,842.1523,768.7523,86.05521,732.8976,79.48621,1.417698,432.5462,79.8129,0.4049815
19-01-2024 03:26:13,872.459,878.4321,842.1821,768.7145,86.05128,732.8429,79.50681,1.416552,432.9654,79.70175,0.1902837
19-01-2024 03:26:14,872.4233,878.3762,842.0505,768.7323,86.05543,732.7789,79.495,1.413384,432.7183,79.64617,-0.06965307
19-01-2024 03:26:15,872.4055,878.3483,842.058,768.7411,86.05139,732.7835,79.64912,1.407376,432.8486,79.38361,-0.2423461
19-01-2024 03:26:16,872.36,878.3343,841.9885,768.7089,86.06158,732.7125,79.5855,1.398115,433.1166,79.4871,-0.121173
19-01-2024 03:26:17,872.3372,878.3273,841.9537,768.6928,86.06058,732.7137,79.90034,1.386466,433.5546,79.30407,-0.01175839
19-01-2024 03:26:18,872.2892,878.2872,841.8997,768.6482,86.06007,732.6044,79.84077,1.374385,433.216,79.91279,0.3847458
19-01-2024 03:26:19,872.2653,878.1939,841.8727,768.5892,86.05372,732.5132,80.05808,1.364225,432.8435,80.21715,0.6135155
19-01-2024 03:26:20,872.2532,878.1106,841.8958,768.633,86.05664,732.5408,80.09277,1.357009,432.6573,80.36933,0.8377636
19-01-2024 03:26:21,872.2473,878.069,841.8342,768.6183,86.06421,732.4813,79.98653,1.352333,432.7673,80.21337,0.69354
19-01-2024 03:26:22,872.2076,878.0482,841.9132,768.6109,86.04968,732.5248,79.91139,1.350452,433.1267,80.36744,0.5054614
19-01-2024 03:26:23,872.1512,878.0011,841.8428,768.5706,86.04242,732.4367,79.89309,1.350428,432.9005,80.21243,0.5273889
19-01-2024 03:26:24,872.1229,878.0142,841.771,768.5505,86.0571,732.4293,79.69643,1.353772,432.9397,80.36697,0.9839093
19-01-2024 03:26:25,872.0722,878.0208,841.7717,768.577,86.05223,732.389,79.57046,1.361701,432.2986,80.44424,1.00465
19-01-2024 03:26:26,871.9736,878.0607,841.7355,768.5536,86.0559,732.3688,79.81055,1.375278,432.1815,80.7136,0.7708797
19-01-2024 03:26:27,872.0342,878.0074,841.7173,768.542,86.05774,732.3587,80.24229,1.391679,432.0721,80.38551,0.4098539
19-01-2024 03:26:28,871.9546,878.0173,841.7083,768.4629,86.05255,732.317,80.14647,1.409035,432.3224,80.22146,0.07064961
19-01-2024 03:26:29,871.8782,877.9491,841.777,768.4233,86.04385,732.3328,80.21368,1.424733,432.4476,79.90603,-0.1172631
19-01-2024 03:26:30,871.84,877.8784,841.6649,768.4036,86.05782,732.3041,80.11843,1.43899,432.3577,80.21377,0.5944446
19-01-2024 03:26:31,871.8209,877.9162,841.682,768.3571,86.0648,732.2897,80.22428,1.451001,431.4979,80.36764,0.3948786
19-01-2024 03:26:32,871.7747,877.9351,841.6174,768.407,86.06828,732.3192,80.48455,1.460059,431.1701,80.44457,0.478201
19-01-2024 03:26:33,871.7516,877.8714,841.5851,768.3588,86.06393,732.2607,80.66908,1.46535,430.9551,80.71377,0.2635146
19-01-2024 03:26:34,871.7034,877.8761,841.6788,768.298,86.06175,732.2314,80.54881,1.46586,431.3063,80.38559,0.424726
19-01-2024 03:26:35,871.7159,877.7686,841.6523,768.3409,86.06676,732.1436,80.35732,1.462453,430.9212,80.91369,0.4320896
19-01-2024 03:26:36,871.6856,877.6782,841.6025,768.3623,86.05707,732.1362,80.45844,1.455256,430.3199,80.94833,0.893535
19-01-2024 03:26:37,871.707,877.6331,841.541,768.373,86.06442,732.1326,80.57713,1.444791,429.9682,80.96564,0.7580468
19-01-2024 03:26:38,871.6445,877.6471,841.5103,768.2686,86.05589,732.1307,80.24521,1.432082,429.9457,80.51153,0.8306836
19-01-2024 03:26:39,871.5767,877.6907,841.4583,768.1797,86.05773,732.1298,80.32594,1.419318,429.5764,80.28447,0.6289648
19-01-2024 03:26:40,871.5793,877.6393,841.4323,768.2085,86.05865,732.1294,80.30888,1.408512,429.852,80.17094,0.3816211
19-01-2024 03:26:41,871.5441,877.577,841.4193,768.1497,86.05911,732.0925,80.12758,1.400362,430.2961,79.88077,0.4044336
19-01-2024 03:26:42,871.563,877.5458,841.3761,768.1569,86.05934,732.0375,80.13026,1.395676,430.2119,79.73568,0.4097363
19-01-2024 03:26:43,871.4627,877.5303,841.2813,768.1238,86.05946,732.0099,80.38853,1.393639,430.425,80.12859,0.3269385
19-01-2024 03:26:44,871.4491,877.4492,841.3438,768.1073,86.05341,731.9962,80.31281,1.393688,430.3784,80.78519,-0.01963623
19-01-2024 03:26:45,871.4789,877.4453,841.2285,768.1357,86.05649,731.9893,80.17623,1.394171,429.7928,80.65335,-0.5591345
19-01-2024 03:26:46,871.4573,877.3701,841.2075,768.0767,86.06413,731.9493,79.90704,1.394565,429.8069,80.35538,0.3490948
19-01-2024 03:26:47,871.3732,877.3325,841.2336,768.0105,86.06185,731.9293,79.90742,1.39583,429.9673,80.66917,0.6323111
19-01-2024 03:26:48,871.3677,877.2405,841.1735,767.9774,86.06682,731.9193,79.85257,1.399209,429.6895,80.59534,0.4809505
19-01-2024 03:26:49,871.3284,877.1945,841.2166,767.9243,86.06319,731.8043,79.92415,1.404255,429.0384,81.01856,0.6372038
19-01-2024 03:26:50,871.2721,877.1348,841.0551,767.8977,86.05528,731.7835,80.19273,1.410136,429.2251,81.00076,0.8007796
19-01-2024 03:26:51,871.3172,877.0684,841.0842,767.8478,86.05132,731.8097,80.08324,1.415212,429.5231,81.22128,0.5102531
19-01-2024 03:26:52,871.3031,877.0352,841.0988,767.8594,86.06155,731.7862,80.06145,1.41836,429.1602,80.87139,-0.1232914
19-01-2024 03:26:53,871.2595,877.0552,840.9962,767.8652,86.06056,731.811,80.06977,1.420087,429.286,80.69645,0.1885984
19-01-2024 03:26:54,871.2376,877.0652,840.9082,767.7949,86.06617,731.7502,79.99977,1.421561,429.093,80.83971,-0.03387462
19-01-2024 03:26:55,871.2633,876.9969,840.9009,767.8696,86.06287,731.6466,80.21689,1.422298,429.0476,80.68061,0.4225158
19-01-2024 03:26:56,871.1663,876.9995,840.8606,767.7239,86.05511,731.668,80.64109,1.422056,428.5122,80.83179,0.9314728
19-01-2024 03:26:57,871.1544,876.9641,840.8038,767.7242,86.06345,731.7153,80.26894,1.421172,428.706,80.90737,0.5145645
19-01-2024 03:26:58,871.2217,876.8365,840.7388,767.7244,86.0554,731.6658,80.1076,1.42073,428.1359,80.71444,0.6967354
19-01-2024 03:26:59,871.1456,876.8094,840.7063,767.6512,86.05749,731.6776,80.61355,1.420967,428.3129,80.38593,0.3788853
19-01-2024 03:27:00,871.1807,876.7226,840.7267,767.6879,86.05853,731.6469,80.43353,1.42139,428.4013,80.45372,0.6105852
19-01-2024 03:27:01,871.125,876.6426,840.6636,767.5964,86.05295,731.5583,80.20364,1.420839,428.3943,80.71834,0.9217477
19-01-2024 03:27:02,871.0605,876.6025,840.5588,767.6239,86.05016,731.514,80.04746,1.41797,428.4933,80.38787,0.2350438
19-01-2024 03:27:03,871.1016,876.5825,840.5431,767.601,86.05486,731.4552,79.9336,1.413636,428.1323,80.91483,-0.0716871
19-01-2024 03:27:04,871.0488,876.5725,840.4254,767.6262,86.06943,731.4625,79.73603,1.407501,427.849,81.17831,-0.5668494
19-01-2024 03:27:05,871.0591,876.4943,840.4031,767.5656,86.0645,731.3929,79.9482,1.40062,427.4503,81.53819,0.1072003
19-01-2024 03:27:06,871.0642,876.4918,840.2821,767.4986,86.06203,731.3947,80.03234,1.394737,427.508,81.48999,0.02918608
19-01-2024 03:27:07,871.0668,876.344,840.185,767.4651,86.07301,731.3589,79.97831,1.390423,427.2798,81.23647,0.5455989
19-01-2024 03:27:08,871.0314,876.3434,840.173,767.4484,86.0724,731.3411,79.97603,1.388418,427.4228,81.10972,0.3094206
19-01-2024 03:27:09,870.9039,876.2332,840.1671,767.3301,86.05988,731.3322,80.15308,1.387874,427.2886,80.81561,0.5758529
19-01-2024 03:27:10,870.9134,876.2147,840.0909,767.3076,86.06583,731.3278,80.05242,1.388059,426.9642,81.35683,0.4283073
19-01-2024 03:27:11,870.8449,876.1323,840.0161,767.2598,86.0688,731.2156,79.78439,1.387236,427.2136,80.93917,0.4582943
19-01-2024 03:27:12,870.8839,876.1642,840.0154,767.2725,86.06419,731.1595,79.79105,1.384689,426.8752,80.96107,0.5282194
19-01-2024 03:27:13,870.8667,876.1437,839.9052,767.2788,86.05577,731.2414,79.78888,1.382499,427.2205,81.42956,0.8256332
19-01-2024 03:27:14,870.9314,876.1334,839.8134,767.1721,86.05767,731.2457,79.64709,1.380947,427.3931,81.43568,0.7790275
19-01-2024 03:27:15,870.8539,876.1282,839.8774,767.1188,86.04642,731.2112,79.72516,1.380018,427.2224,81.43874,-0.0255253
19-01-2024 03:27:16,870.8884,876.089,839.7629,767.1287,86.05299,731.194,80.17508,1.379249,427.0855,80.98013,0.6097959
19-01-2024 03:27:17,870.9056,876.0328,839.6691,767.1703,86.05628,731.1487,79.70731,1.378864,426.4502,81.43909,0.6833159
19-01-2024 03:27:18,870.841,875.968,839.6588,767.1179,86.05182,731.0529,79.7415,1.378214,426.0294,81.66857,0.6468338
19-01-2024 03:27:19,870.8087,875.9357,839.5803,767.0917,86.05569,731.1148,79.68692,1.378346,426.18,81.78331,0.2501747
19-01-2024 03:27:20,870.8292,875.8463,839.4679,767.0786,86.06374,731.0726,79.95104,1.377345,426.4099,81.61255,-0.3326763
19-01-2024 03:27:21,870.7295,875.8016,839.3751,766.9622,86.05555,731.0515,80.00633,1.375928,427.0392,81.52717,-0.4654104
19-01-2024 03:27:22,870.7163,875.7426,839.3652,766.9772,86.04535,731.1141,80.54665,1.373694,426.9939,81.71261,-0.147256
19-01-2024 03:27:23,870.6731,875.7497,839.3237,766.9481,86.05246,731.0722,80.07294,1.371356,426.6107,82.0322,0.03623529
19-01-2024 03:27:24,870.6881,875.6434,839.303,766.9335,86.05602,731.0879,80.07552,1.369424,426.4707,81.96513,0.06694577
19-01-2024 03:27:25,870.6224,875.6269,839.2926,766.8163,86.0639,730.9492,80.06857,1.368001,425.7813,81.93159,0.3874768
19-01-2024 03:27:26,870.6261,875.582,839.1776,766.8311,86.05563,730.9531,79.87804,1.366373,425.4883,81.91482,1.121473
19-01-2024 03:27:27,870.6646,875.5229,839.1932,766.8384,86.0576,730.8452,80.24062,1.36083,425.5484,81.90643,1.012397
19-01-2024 03:27:28,870.6472,875.4934,839.1645,766.8054,86.05859,730.8279,80.20323,1.349665,426.8139,82.35473,0.9090303
19-01-2024 03:27:29,870.5287,875.5153,839.1868,766.7157,86.04077,730.7826,79.79342,1.334317,426.9327,82.35326,0.3202378
19-01-2024 03:27:30,870.5793,875.4529,839.1246,766.7075,86.05017,730.7599,79.81209,1.319625,427.1978,82.35252,-0.6638557
19-01-2024 03:27:31,870.4948,875.3851,839.0936,766.6667,86.05487,730.7487,79.67528,1.30709,426.7127,82.12528,-0.5638614
19-01-2024 03:27:32,870.5257,875.4245,839.078,766.683,86.06332,730.743,79.7365,1.297924,425.954,82.23853,-0.04389361
19-01-2024 03:27:33,870.5411,875.4076,838.997,766.7643,86.06145,730.7035,79.99774,1.291662,425.9876,82.06829,0.08181296
19-01-2024 03:27:34,870.5123,875.3625,838.9931,766.7318,86.06051,730.6838,79.98575,1.288989,425.9013,82.21004,0.5413948
19-01-2024 03:27:35,870.4979,875.3399,838.9546,766.6789,86.06004,730.674,80.05112,1.290552,426.4764,82.28091,0.7833927
19-01-2024 03:27:36,870.4174,875.3652,838.9353,766.6158,86.0476,730.669,80.05363,1.296368,426.764,81.86135,0.2513155
19-01-2024 03:27:37,870.3771,875.3413,838.889,766.4378,86.05359,730.6299,80.05213,1.307822,426.8563,82.10657,0.2599351
19-01-2024 03:27:38,870.3937,875.366,838.9025,766.4952,86.06268,730.6104,79.93869,1.325908,427.3652,82.00231,0.1177605
19-01-2024 03:27:39,870.4385,875.3783,838.8727,766.524,86.05502,730.564,79.96721,1.348074,427.3112,81.72205,0.1931576
19-01-2024 03:27:40,870.461,875.3478,838.7845,766.6483,86.0695,730.4675,80.09393,1.371516,426.4599,81.81005,0.2369597
19-01-2024 03:27:41,870.3989,875.3693,838.6672,766.6005,86.06454,730.4193,80.1518,1.393155,426.2406,81.85405,-0.05852212
19-01-2024 03:27:42,870.3313,875.3067,838.755,766.4667,86.06206,730.4684,80.16431,1.409926,425.9245,82.10291,-0.1269173
19-01-2024 03:27:43,870.2609,875.312,838.6524,766.4731,86.06081,730.4198,79.98101,1.421821,426.488,82.22735,-0.2648747
19-01-2024 03:27:44,870.2989,875.2781,838.6011,766.4763,86.0602,730.3588,79.96639,1.429752,426.7698,82.51519,0.3253263
19-01-2024 03:27:45,870.2813,875.3344,838.6121,766.4413,86.05988,730.365,80.06338,1.43387,425.9825,82.65911,0.1992843
19-01-2024 03:27:46,870.2725,875.2526,838.6908,766.4604,86.05972,730.2948,80.07622,1.433335,426.0019,82.73107,0.3743003
19-01-2024 03:27:47,870.2314,875.2484,838.6935,766.3967,86.05965,730.2963,79.95348,1.429253,425.5986,82.76705,0.3946697
19-01-2024 03:27:48,870.2109,875.2829,838.7316,766.3648,86.0474,730.2239,79.94438,1.424923,425.8615,82.55942,0.5757529
19-01-2024 03:27:49,870.2373,875.1903,838.7139,766.3855,86.05959,730.2242,79.96181,1.4223,426.1476,82.68122,0.9348491
19-01-2024 03:27:50,870.1772,875.2172,838.6319,766.3593,86.05958,730.2244,79.94305,1.422362,426.651,82.74213,0.5040456
19-01-2024 03:27:51,870.1838,875.2307,838.6274,766.3461,86.05347,730.1512,79.6993,1.424835,426.4908,82.54695,0.1787806
19-01-2024 03:27:52,870.1505,875.3107,838.6252,766.3395,86.06873,730.2245,79.87222,1.427902,426.1013,82.44936,0.2785993
19-01-2024 03:27:53,870.1339,875.2408,838.5509,766.3362,86.07025,730.2246,80.03,1.429283,425.9065,82.6262,0.05995394
19-01-2024 03:27:54,870.1255,875.2424,838.6236,766.298,86.07101,730.1514,79.93863,1.427837,426.067,82.26212,0.4633266
19-01-2024 03:27:55,870.0847,875.2433,838.5867,766.3155,86.06529,730.1147,79.81306,1.424826,426.3019,82.30695,0.3842512
19-01-2024 03:27:56,869.9911,875.2803,838.5683,766.251,86.06243,730.0598,79.86043,1.421641,425.9035,82.55499,0.7170279
19-01-2024 03:27:57,870.0175,875.189,838.5225,766.1455,86.0488,729.9957,79.71049,1.419439,425.1356,82.90341,0.8895198
19-01-2024 03:27:58,869.9941,875.1799,838.5361,766.166,86.05418,730.0369,79.86135,1.418185,424.8551,82.85322,0.7011076
19-01-2024 03:27:59,869.9092,875.1754,838.5063,766.1396,86.05688,729.9843,80.10394,1.418321,424.9735,83.05252,0.7045577
19-01-2024 03:28:00,869.9033,875.1732,838.4915,766.0898,86.06433,730.0312,80.23344,1.418236,425.8066,83.37537,0.05320656
19-01-2024 03:28:01,870.0103,875.2452,838.484,766.1748,86.07416,730.0547,80.09535,1.416973,426.4291,83.5368,-0.1748127
19-01-2024 03:28:02,870.0271,875.2081,838.4803,766.144,86.08517,729.9932,79.73672,1.414206,426.5344,83.16991,-0.4597208
19-01-2024 03:28:03,869.9989,875.1895,838.4784,766.0554,86.07848,729.9258,79.90192,1.410228,426.793,83.21087,-0.06506549
19-01-2024 03:28:04,869.9482,875.2168,838.4042,766.0111,86.07513,729.8921,79.68703,1.406103,426.6649,83.00695,-0.2156382
19-01-2024 03:28:05,869.9229,875.2671,838.4404,766.0256,86.06735,729.802,80.08509,1.402667,426.4978,83.12939,0.2217707
19-01-2024 03:28:06,869.9102,875.219,838.4585,766.0328,86.06956,729.8302,79.65123,1.399881,426.6203,83.19061,0.7517545
19-01-2024 03:28:07,869.8306,875.2316,838.3943,765.9998,86.06457,729.8077,79.88386,1.396809,427.093,83.22121,0.668846
19-01-2024 03:28:08,869.7908,875.2379,838.3622,765.9467,86.06207,729.7964,79.84354,1.393595,426.8664,83.23652,0.6518058
19-01-2024 03:28:09,869.8075,875.1677,838.3095,765.9201,86.06082,729.7175,79.9663,1.389547,426.4438,83.01978,0.4784908
19-01-2024 03:28:10,869.8159,875.1327,838.3198,765.9435,86.0602,729.7147,79.72475,1.384471,427.0048,82.68578,0.4528685
19-01-2024 03:28:11,869.8201,875.225,838.2883,765.9918,86.05988,729.7499,79.65922,1.379796,427.0282,82.51878,0.3485045
19-01-2024 03:28:12,869.7855,875.198,838.2726,765.906,86.05972,729.7676,79.80274,1.376238,426.3183,82.6609,0.07049251
19-01-2024 03:28:13,869.7316,875.1844,838.2647,765.8265,86.05354,729.6665,79.83326,1.373849,426.015,82.27948,0.340422
19-01-2024 03:28:14,869.6681,875.1777,838.2241,765.8234,86.05045,729.616,79.90076,1.373875,426.1213,82.08877,0.6035606
19-01-2024 03:28:15,869.6729,875.2109,838.2771,765.8219,86.06111,729.5907,79.96472,1.376635,426.329,82.6703,0.5764385
19-01-2024 03:28:16,869.7852,875.1909,838.2303,765.7845,86.06034,729.5781,80.04335,1.381219,426.5359,82.96106,0.6361197
19-01-2024 03:28:17,869.7314,875.2175,838.207,765.7291,86.07216,729.6084,80.02229,1.385495,426.8452,83.10645,0.6476496
19-01-2024 03:28:18,869.7046,875.2675,838.1953,765.7015,86.06586,729.5503,80.35905,1.387633,427.1541,82.95473,0.8060026
19-01-2024 03:28:19,869.7644,875.2558,838.1528,765.6511,86.06882,729.5212,80.3692,1.386718,427.822,82.87888,0.03068683
19-01-2024 03:28:20,869.6478,875.2134,838.1316,765.6625,86.05809,729.4701,80.13024,1.384124,427.9507,82.61533,0.2289665
19-01-2024 03:28:21,869.6262,875.1921,838.0844,765.7048,86.07104,729.4445,80.23292,1.382217,427.7068,82.93358,0.7675594
19-01-2024 03:28:22,869.5787,875.1449,838.0974,765.6161,86.06531,729.4684,79.97951,1.382484,427.6877,82.64268,0.3654692
19-01-2024 03:28:23,869.6649,875.0847,838.0673,765.6083,86.07465,729.407,79.8004,1.384602,427.1122,82.49723,0.707637
19-01-2024 03:28:24,869.6347,875.1278,838.0156,765.5679,86.07932,729.3763,79.70257,1.387033,427.0819,82.65013,0.8970314
19-01-2024 03:28:25,869.6196,875.0761,837.9531,765.4377,86.06334,729.3244,79.68952,1.388707,426.5,82.27409,0.6316211
19-01-2024 03:28:26,869.5754,875.0869,837.9219,765.4825,86.06145,729.3351,80.15181,1.39046,426.1575,81.62852,0.498916
19-01-2024 03:28:27,869.5167,875.0557,837.9429,765.4317,86.06662,729.2672,80.25191,1.392251,426.4501,81.30574,0.438667
19-01-2024 03:28:28,869.4874,875.1133,837.9534,765.4429,86.0631,729.2332,80.15676,1.394215,426.9565,81.6019,0.6465796
19-01-2024 03:28:29,869.5093,875.1421,837.9586,765.4485,86.07964,729.1429,80.21061,1.396876,426.9526,82.20246,0.1523914
19-01-2024 03:28:30,869.5203,875.1199,837.888,765.4513,86.08182,729.0978,80.31684,1.398816,426.5385,82.50275,0.6743402
19-01-2024 03:28:31,869.4525,875.1454,837.816,765.3795,86.06459,729.1119,80.21941,1.399481,426.795,82.65289,0.6057248
19-01-2024 03:28:32,869.382,875.0483,837.8533,765.3069,86.05598,729.0457,80.42493,1.398135,426.5113,82.72796,0.3822081
19-01-2024 03:28:33,869.4567,875.0363,837.7621,765.4171,86.06998,729.0126,80.33648,1.395479,426.5755,82.53987,0.2521392
19-01-2024 03:28:34,869.4573,874.9938,837.7532,765.3624,86.07698,729.0327,80.06435,1.392777,426.1952,82.21896,0.1199661
19-01-2024 03:28:35,869.4943,875.0091,837.6754,765.2983,86.08048,729.0427,80.44538,1.391274,426.7777,82.28537,0.2613991
19-01-2024 03:28:36,869.4761,875.0533,837.6732,765.303,86.08223,728.9745,80.15733,1.390522,427.1718,82.5442,-0.1500622
19-01-2024 03:28:37,869.467,875.0755,837.5988,765.2687,86.0709,728.9404,80.04356,1.389078,427.266,82.44799,-0.01399594
19-01-2024 03:28:38,869.4991,875.0865,837.6348,765.2515,86.07744,728.8867,79.86277,1.38622,427.8779,82.39989,0.3164884
19-01-2024 03:28:39,869.3687,875.0555,837.6529,765.1331,86.0624,728.7133,80.34731,1.381739,427.9786,82.37583,-0.1957597
19-01-2024 03:28:40,869.3035,875.0399,837.6252,765.1105,86.05489,728.7,80.48343,1.375989,427.5151,82.58943,0.1279502
19-01-2024 03:28:41,869.2709,874.9955,837.6481,765.1358,86.06333,728.6932,80.21485,1.369147,427.1289,82.24374,0.6132915
19-01-2024 03:28:42,869.2546,875.0099,837.5496,765.2217,86.06755,728.7265,80.16293,1.362979,426.6267,82.0709,0.2822317
19-01-2024 03:28:43,869.2098,874.9806,837.6103,765.1548,86.07577,728.7797,79.74835,1.359895,426.4271,81.98447,0.06787366
19-01-2024 03:28:44,869.224,875.0025,837.5673,765.0847,86.06767,728.6965,79.82807,1.360795,426.5849,82.16813,0.2414564
19-01-2024 03:28:45,869.341,874.9768,837.5458,765.1229,86.07583,728.545,79.97777,1.364601,426.8182,82.03309,0.04138248
19-01-2024 03:28:46,869.3263,875.0006,837.4985,765.1054,86.07381,728.5792,79.87672,1.369404,426.729,81.96557,0.2221073
19-01-2024 03:28:47,869.3189,875.0491,837.4382,765.0234,86.07279,728.5229,79.98015,1.373636,426.7359,81.70368,-1.213409
19-01-2024 03:28:48,869.3152,875.0367,837.3715,765.019,86.06618,728.4583,79.7952,1.377126,426.7393,81.80087,-0.4541168
19-01-2024 03:28:49,869.3134,874.9573,837.4113,764.9802,86.07508,728.4625,79.95585,1.380854,426.8954,81.84946,-0.4528885
19-01-2024 03:28:50,869.2759,874.9177,837.3947,764.9242,86.07343,728.3914,80.08551,1.384397,427.3847,81.64562,-0.4949989
19-01-2024 03:28:51,869.2937,874.8978,837.3863,764.9694,86.0726,728.3925,80.20509,1.385558,427.2181,81.9987,-0.5709858
19-01-2024 03:28:52,869.3026,874.8879,837.3455,764.9188,86.06609,728.5029,80.00691,1.381561,427.392,81.94838,-0.01083469
19-01-2024 03:28:53,869.3071,874.9196,837.2885,764.8568,86.07504,728.4116,80.31868,1.374527,427.4275,81.69508,0.08003187
19-01-2024 03:28:54,869.236,874.8621,837.2599,764.8259,86.07341,728.366,80.03616,1.366127,426.7244,81.56844,0.1376722
